invoeden_EURMWh,afnemen_EURMWh,imbalance_demand,imbalance_supply
43.93,43.93,37983,0
22.65,22.65,80636,0
18.6,18.6,61292,0
33.17,33.17,65568,0
34.36,34.36,13851,0
29.25,29.25,47687,0
34.79,34.79,31440,0
37.28,37.28,38541,0
23.52,23.52,62374,0
33.28,33.28,84783,0
37.28,37.28,85899,0
43.75,43.75,56483,0
-3.65,46.35,44987,0
53.57,53.57,0,-3643
38.63,38.63,8120,0
38.42,38.42,40120,0
33.28,33.28,0,-7524
39.44,39.44,13870,0
35.52,35.52,26275,0
33.28,33.28,46083,0
25.31,25.31,25471,0
33.28,33.28,40857,0
32.8,68.28,0,-12512
42.84,141.21,0,-42471
32.88,53.28,3703,0
54.28,54.28,0,-10254
32.8,32.8,33498,0
35.68,35.68,34935,0
141.21,141.21,0,-79995
68.47,68.47,0,-62786
42.18,53.28,0,-3914
49.04,49.04,0,-16466
90.67,90.67,0,-62327
53.28,53.28,0,-21221
40.65,40.65,7847,0
42.88,42.88,0,-14919
40.63,53.28,0,-25858
68.28,68.28,0,-62541
49.04,49.04,0,-20267
35.68,35.68,0,-15453
46.91,46.91,0,-16255
50.91,50.91,0,-36281
54.28,54.28,0,-46493
41.84,59.05,0,-40942
-104.51,-104.51,67232,0
39.78,42.91,4080,0
39.64,42.91,14456,0
38.91,38.91,21098,0
40.78,46.91,0,-31019
45.96,45.96,0,-18670
42.91,42.91,0,-2402
46.91,46.91,0,-5644
46.91,46.91,0,-32032
43.95,43.95,0,-24074
41.64,41.64,0,-18385
21.6,21.6,0,-11674
50.91,50.91,0,-34576
45.53,45.53,0,-7544
33.28,33.28,31110,0
23.39,23.39,36230,0
8.25,43.91,7285,0
41.54,45.26,0,-1099
41.51,44.68,0,-15963
44.58,44.58,0,-17376
41.6,41.6,0,-18989
44.04,44.04,0,-22751
42.7,42.7,0,-15744
42.7,42.7,23215,0
42.7,42.7,0,-7724
38.77,38.77,33197,0
42.32,42.32,33043,0
41.82,41.82,62632,0
35.78,35.78,61179,0
43.62,43.62,40145,0
21.81,21.81,21231,0
42.52,42.52,0,-26179
40.78,40.78,25598,0
53.37,53.37,0,-21497
54.12,54.12,0,-45117
100.14,100.14,0,-84003
60.25,60.25,0,-38766
60.25,60.25,0,-56064
71.39,71.39,0,-67149
60.25,60.25,0,-57961
60.17,60.17,0,-50229
53.45,53.45,0,-39825
49.24,49.24,0,-20497
53.45,53.45,0,-31475
41.4,41.4,11711,0
41.4,41.4,3273,0
41.4,41.4,8227,0
43.65,43.65,4227,0
42.72,42.72,6187,0
41.24,41.24,7822,0
41.24,41.24,15378,0
41.24,41.24,13609,0
53.45,53.45,0,-27321
49.24,49.24,0,-24511
46.54,46.54,0,-11586
42.5,49.24,0,-3730
71.57,71.57,0,-60484
61.02,61.02,0,-56946
53.45,53.45,0,-42035
64.4,64.4,0,-63192
57.81,57.81,0,-7075
44.21,44.21,0,-6324
53.45,53.45,0,-25388
118.45,118.45,0,-77673
37.12,59.78,22704,0
57.48,57.48,0,-32111
54.72,54.72,0,-49722
62.73,62.73,0,-37306
38.8,53.45,0,-4276
41.24,41.24,23307,0
33.45,33.45,43013,0
39.05,39.05,43898,0
41.87,41.87,0,-8562
41.1,41.1,11195,0
38.98,38.98,33030,0
38.98,38.98,22484,0
68.45,68.45,0,-38866
53.45,53.45,0,-25961
53.45,53.45,0,-23955
70.19,70.19,0,-79379
53.45,53.45,0,-9781
81.12,81.12,0,-87343
53.45,53.45,0,-59816
51.55,51.55,0,-53048
53.61,53.61,0,-47458
49.31,49.31,0,-17038
42.6,42.6,4831,0
37.04,37.04,29524,0
70.12,70.12,0,-57999
62.55,62.55,0,-52385
49.04,49.04,0,-26720
53.45,53.45,0,-58778
14.48,14.48,106728,0
43.92,43.92,11011,0
44.61,44.61,0,-27534
44.61,44.61,0,-23822
53.45,53.45,0,-31772
49.2,49.2,0,-22540
44.19,44.19,0,-8630
49.2,49.2,0,-4692
69.67,69.67,0,-60548
59.05,59.05,0,-44482
49.2,49.2,0,-20113
33.45,33.45,16063,0
37.45,58.09,0,-9541
66.47,66.47,0,-13891
40.02,40.02,5506,0
53.45,53.45,0,-19594
37.2,47.27,75130,0
39.92,39.92,14119,0
43.34,43.34,0,-1
38.03,38.03,11464,0
37.2,37.2,25105,0
41.66,44.05,0,-2538
39.92,39.92,14246,0
33.45,33.45,26945,0
34.19,34.19,17424,0
34.19,34.19,36489,0
25.97,25.97,51712,0
-42.19,-42.19,76960,0
-26.82,-26.82,44939,0
-21.12,-21.12,64802,0
34.19,34.19,65895,0
37.84,37.84,51632,0
34.19,34.19,33486,0
19.19,19.19,53661,0
34.19,34.19,38706,0
-28.08,-28.08,62066,0
63.29,63.29,0,-68730
145.12,145.12,0,-67067
145.12,145.12,0,-142133
305.45,305.45,0,-117558
42.56,44.12,2495,0
69.19,69.19,0,-56522
75.59,75.59,0,-69628
119.19,119.19,0,-103140
57.15,57.15,8679,0
42.31,42.31,13602,0
49.26,49.26,0,-13360
49.84,49.84,0,-30661
54.39,54.39,0,-39256
54.19,54.19,0,-43226
49.84,49.84,0,-23745
49.54,49.54,0,-28841
58.5,58.5,0,-49931
54.19,54.19,0,-25579
49.65,49.65,0,-24923
46.36,46.36,0,-7257
66.55,66.55,0,-60563
55.21,55.21,0,-45858
50.08,50.08,0,-35169
46.11,46.11,0,-29904
98.41,98.41,0,-73762
56.41,56.41,0,-43808
49.84,49.84,0,-22170
42.01,45.98,0,-20015
13.5,13.5,57601,0
37.12,37.12,27109,0
44.46,44.46,6171,0
49.84,49.84,0,-29832
41.47,49.84,0,-11464
214.91,214.91,0,-85450
214.91,214.91,0,-98164
136.58,136.58,0,-67167
23.55,46.32,23871,0
39.15,39.15,8808,0
39.15,39.15,19875,0
41.49,41.49,9672,0
49.84,49.84,0,-24466
46.13,46.13,0,-18122
46.55,46.55,0,-21345
46.9,46.9,0,-15322
45.74,45.74,0,-20588
49.84,49.84,0,-33241
41.68,41.68,0,-3476
34.37,34.37,40214,0
21.98,53.81,0,-29838
49.84,49.84,0,-24380
44.06,44.06,0,-2096
34.19,34.19,27880,0
32.28,44.12,0,-2955
38.53,44.12,6995,0
39.02,46.55,5488,0
21.77,21.77,51733,0
45.14,45.14,0,-17279
43.95,43.95,0,-45859
44.05,44.05,0,-20789
34.19,34.19,20146,0
27.02,27.02,37134,0
31.82,31.82,15279,0
35.82,35.82,13414,0
17.08,17.08,45098,0
-43.16,-43.16,60549,0
31.82,31.82,50427,0
31.82,31.82,63973,0
-16.6,-16.6,42628,0
31.82,31.82,69939,0
31.78,31.78,70899,0
35.82,35.82,43137,0
42.01,42.01,20073,0
47.82,47.82,0,-4942
44.05,44.05,0,-269
46.35,46.35,0,-17595
50.18,50.18,0,-36313
42.07,42.07,0,-3517
51.82,51.82,0,-34247
69.97,69.97,0,-64708
56.0,56.0,0,-56212
55.58,55.58,0,-29997
61.24,61.24,0,-36319
66.89,66.89,0,-75109
66.89,66.89,0,-66585
40.36,40.36,2350,0
32.48,43.95,657,0
41.86,44.28,306,0
40.28,48.33,0,-30710
42.9,52.48,0,-866
30.61,30.61,28307,0
56.6,56.6,0,-39128
122.12,122.12,0,-91041
188.96,188.96,0,-84070
67.48,67.48,0,-61650
67.48,67.48,0,-64976
68.54,68.54,0,-77391
197.72,197.72,0,-112928
56.26,56.26,0,-60375
49.53,49.53,0,-50455
44.28,44.28,0,-37843
78.96,78.96,0,-47546
44.28,44.28,0,-2671
59.89,59.89,0,-28797
52.35,52.35,1413,0
40.28,40.28,7586,0
40.28,44.28,0,-363
43.62,43.62,0,-2691
40.28,40.28,18305,0
38.44,38.44,6339,0
39.67,39.67,30754,0
-10.38,-10.38,82685,0
2.78,2.78,71062,0
36.39,36.39,27977,0
38.32,38.32,33679,0
40.28,40.28,24355,0
36.39,36.39,22066,0
52.48,52.48,0,-11703
44.58,44.58,0,-11490
52.48,52.48,0,-28070
46.08,46.08,0,-14089
52.48,52.48,0,-9951
76.04,76.04,0,-45026
186.13,186.13,0,-86895
80.12,80.12,0,-38973
17.48,17.48,37615,0
52.37,52.37,0,-7443
67.48,67.48,0,-27433
194.59,194.59,0,-76085
85.74,85.74,0,-43387
251.63,251.63,0,-113977
251.63,251.63,0,-144692
385.74,385.74,0,-113021
39.1,62.27,0,-6791
67.48,67.48,0,-28489
35.48,35.48,27805,0
49.49,49.49,4785,0
169.16,169.16,0,-89305
41.22,41.22,0,-14147
40.36,48.39,0,-14508
52.48,52.48,0,-37100
158.45,158.45,0,-74439
158.45,158.45,0,-58849
19.82,45.57,39871,0
32.48,32.48,54818,0
166.38,166.38,0,-108632
166.38,166.38,0,-123519
67.48,67.48,0,-19415
40.78,40.78,13448,0
40.78,67.48,0,-52289
51.12,51.12,0,-14219
34.66,34.66,28266,0
32.48,32.48,34830,0
149.12,149.12,0,-104846
142.12,142.12,0,-70394
52.48,52.48,0,-40011
67.48,67.48,0,-47210
143.28,143.28,0,-120518
143.28,143.28,0,-120242
42.02,42.02,0,-23926
38.52,38.52,0,-2163
141.02,141.02,0,-165333
342.0,342.0,0,-95885
40.03,40.03,2850,0
42.56,42.56,0,-24977
45.84,45.84,0,-15960
43.02,43.02,20438,0
35.36,35.36,33017,0
19.18,19.18,49145,0
33.24,33.24,22304,0
40.5,40.5,45684,0
40.5,40.5,64420,0
-60.9,-60.9,81038,0
33.24,49.71,0,-26613
42.52,42.52,0,-3837
42.52,42.52,0,-11833
41.27,41.27,0,-32002
41.38,43.36,0,-4359
46.31,46.31,0,-12777
115.08,115.08,0,-75808
69.02,69.02,0,-47809
33.22,33.22,101798,0
39.29,39.29,58847,0
49.7,49.7,0,-10958
48.09,48.09,0,-26640
18.9,18.9,76008,0
10.27,54.18,0,-3082
69.18,69.18,0,-46161
102.02,102.02,0,-79416
42.66,54.3,19047,0
44.09,44.09,21145,0
42.66,42.66,53839,0
40.82,40.82,21608,0
37.7,37.7,29273,0
37.7,37.7,15699,0
39.29,39.29,16652,0
32.56,32.56,35311,0
39.29,39.29,5438,0
37.7,37.7,26856,0
38.91,38.91,33364,0
34.18,34.18,49695,0
39.29,45.83,0,-7197
37.7,37.7,16748,0
39.84,39.84,9799,0
39.29,45.8,12449,0
50.18,50.18,0,-16265
39.29,39.29,570,0
52.94,52.94,0,-16946
34.18,34.18,21043,0
39.85,46.18,14259,0
50.18,50.18,0,-12668
46.18,46.18,0,-2193
46.18,46.18,0,-10602
45.75,45.75,0,-3367
46.18,46.18,0,-2199
39.83,39.83,31406,0
39.29,39.29,34464,0
39.29,39.29,63890,0
37.7,37.7,41240,0
40.03,40.03,14563,0
39.29,39.29,7179,0
34.12,34.12,44969,0
36.99,36.99,42059,0
34.18,34.18,46782,0
37.7,46.17,11152,0
-7.72,46.38,70530,0
39.29,39.29,1362,0
44.66,44.66,3747,0
39.29,39.29,33232,0
28.48,28.48,11123,0
5.3,5.3,64248,0
5.22,5.22,89226,0
-20.88,54.3,20104,0
54.18,54.18,6032,0
41.85,41.85,4150,0
33.53,33.53,22189,0
33.22,33.22,27179,0
28.0,119.18,0,-52134
33.22,33.22,6496,0
19.18,19.18,34587,0
19.18,19.18,64856,0
69.18,69.18,0,-27309
39.29,39.29,18375,0
33.22,33.22,59293,0
1.04,1.04,67382,0
35.29,35.29,12643,0
33.22,33.22,47491,0
25.21,25.21,95787,0
12.24,12.24,111173,0
58.81,58.81,5393,0
28.0,43.29,9942,0
33.22,33.22,32529,0
33.22,33.22,31134,0
18.94,18.94,59707,0
34.74,34.74,23697,0
31.24,31.24,39602,0
-26.81,-26.81,70784,0
29.55,29.55,42984,0
31.24,31.24,60681,0
-7.93,-7.93,88157,0
18.94,18.94,47098,0
38.97,38.97,19373,0
38.74,38.74,36962,0
41.13,41.13,39200,0
41.2,41.2,41541,0
43.17,43.17,0,-5747
38.74,38.74,6725,0
38.74,38.74,20941,0
38.74,38.74,21508,0
20.03,20.03,58837,0
18.94,18.94,55442,0
34.74,34.74,42896,0
42.0,42.0,14216,0
-21.1,-21.1,80746,0
31.24,31.24,53160,0
42.81,42.81,11149,0
41.43,41.43,0,-1198
11.63,11.63,74098,0
5.78,5.78,52700,0
44.98,44.98,0,-22541
18.92,43.15,19710,0
-111.9,-111.9,106154,0
-22.29,-22.29,100254,0
50.73,50.73,0,-6908
72.86,72.86,0,-55558
17.03,17.03,31710,0
12.01,46.73,11109,0
44.39,44.39,0,-3106
46.73,46.73,0,-23507
34.73,34.73,18474,0
34.73,46.73,0,-4154
40.47,40.47,6720,0
38.73,38.73,21419,0
42.45,42.45,11360,0
40.47,40.47,11111,0
38.73,38.73,21584,0
40.78,40.78,18161,0
50.73,50.73,0,-18030
45.42,45.42,0,-20462
49.39,49.39,0,-29702
46.73,46.73,0,-14816
103.98,103.98,0,-71980
66.08,66.08,0,-24673
42.14,43.5,0,-3681
48.32,48.32,0,-23684
46.73,46.73,0,-24585
44.49,44.49,0,-53738
44.64,44.64,0,-73831
43.25,43.25,0,-77954
116.12,116.12,0,-54945
50.73,50.73,0,-36311
51.97,51.97,0,-42888
50.73,50.73,0,-34953
43.71,43.71,0,-5005
43.7,43.7,0,-24966
50.73,50.73,0,-35292
46.73,46.73,0,-30275
50.73,50.73,0,-32364
66.69,66.69,0,-51470
76.12,76.12,0,-75825
181.33,181.33,0,-105746
66.77,66.77,0,-21213
118.92,118.92,0,-66354
66.77,66.77,0,-58157
48.02,48.02,0,-11686
34.73,34.73,15514,0
33.63,33.63,38047,0
30.87,30.87,57492,0
34.73,34.73,49614,0
31.78,50.73,6012,0
38.73,38.73,10125,0
23.33,23.33,47080,0
38.45,38.45,45736,0
34.73,42.73,0,-7061
-39.07,42.73,72893,0
17.03,17.03,68266,0
17.03,17.03,68734,0
46.73,46.73,0,-30110
43.28,43.28,0,-17752
31.78,31.78,39234,0
30.87,30.87,53376,0
131.42,131.42,0,-54650
66.77,66.77,0,-55041
147.2,147.2,0,-88045
103.11,103.11,0,-82417
97.54,97.54,0,-150385
147.53,147.53,0,-248336
397.8,397.8,0,-255265
383.02,383.02,0,-186572
39.82,398.42,16097,0
84.34,84.34,0,-76359
46.35,46.35,0,-29569
41.84,41.84,21684,0
41.25,44.38,0,-14572
42.39,42.39,0,-1422
36.25,36.25,53719,0
4.45,4.45,59397,0
35.82,35.82,31896,0
42.48,42.48,45941,0
42.54,42.54,66990,0
28.86,28.86,63162,0
39.82,67.69,0,-38702
51.35,51.35,0,-30820
47.82,47.82,0,-29698
46.35,46.35,0,-18721
51.35,51.35,0,-31112
51.82,51.82,0,-41689
67.69,67.69,0,-55874
51.82,51.82,0,-19670
38.35,38.35,25285,0
39.82,39.82,13071,0
47.82,47.82,0,-31810
43.82,43.82,4250,0
42.43,42.43,40729,0
38.82,38.82,65955,0
40.64,40.64,18428,0
47.66,47.66,0,-39477
-94.26,44.83,165649,0
31.66,31.66,141291,0
21.52,21.52,104121,0
44.83,44.83,41013,0
-124.41,47.31,59589,0
29.59,29.59,46365,0
36.85,36.85,33327,0
46.3,46.3,0,-3059
46.58,46.58,0,-15685
44.83,44.83,0,-18019
47.66,47.66,0,-32125
44.85,44.85,0,-35754
51.66,51.66,0,-19936
43.44,43.44,2859,0
31.66,31.66,39092,0
31.66,44.83,0,-3589
42.37,44.83,17046,0
41.2,41.2,35835,0
24.64,24.64,80862,0
34.16,34.16,82387,0
39.66,47.66,0,-27688
44.83,44.83,0,-23826
59.07,59.07,0,-51140
47.66,47.66,0,-31945
67.81,67.81,0,-73283
51.35,51.35,0,-72440
43.66,43.66,0,-27094
44.83,44.83,0,-12782
41.2,41.2,32215,0
42.7,42.7,7759,0
34.16,34.16,59801,0
43.66,43.66,0,-9750
43.66,43.66,0,-18587
43.89,43.89,0,-18898
48.83,48.83,0,-34474
48.25,48.25,0,-56062
41.49,47.66,12081,0
41.01,41.01,27578,0
39.66,39.66,0,-15425
90.36,90.36,0,-71200
59.44,59.44,0,-36768
234.16,234.16,0,-104469
234.16,234.16,0,-81869
79.44,79.44,0,-50830
76.02,76.02,0,-83790
67.81,67.81,0,-48880
43.45,44.83,0,-6657
51.23,51.23,0,-12701
53.07,53.07,0,-43113
47.0,47.0,0,-2760
37.94,37.94,28509,0
41.03,41.03,24545,0
28.0,45.88,0,-7440
35.59,35.59,26070,0
31.66,31.66,44558,0
38.0,38.0,31949,0
28.0,67.47,0,-32782
47.67,47.67,0,-21398
31.66,31.66,32580,0
28.0,43.66,9467,0
12.41,12.41,13633,0
40.85,40.85,1538,0
47.66,47.66,0,-14661
43.49,43.49,0,-7062
28.0,154.1,0,-69191
51.66,51.66,0,-18058
45.26,45.26,0,-11556
34.64,34.64,0,-660
-139.87,-139.87,82074,0
44.94,44.94,0,-9501
27.0,43.99,0,-776
48.85,48.85,0,-15072
52.37,52.37,0,-28258
48.85,48.85,0,-27981
44.64,44.64,0,-10372
28.2,28.2,0,-4848
43.89,43.89,0,-5818
43.12,43.12,13646,0
28.22,28.22,4133,0
43.89,43.89,5467,0
44.78,44.78,0,-8738
44.78,44.78,0,-7642
43.98,43.98,0,-8704
45.54,45.54,0,-31091
44.28,44.28,0,-2366
44.04,44.04,0,-4592
44.01,44.01,11817,0
45.56,45.56,6478,0
43.77,43.77,24812,0
39.22,39.22,29461,0
36.19,44.38,5254,0
40.78,44.38,13539,0
34.14,34.14,44245,0
34.14,34.14,10874,0
44.08,44.57,4911,0
49.92,49.92,0,-33215
-42.7,-42.7,117031,0
41.78,41.78,38236,0
123.08,123.08,0,-73546
216.52,216.52,0,-99047
24.9,24.9,65668,0
42.78,42.78,19572,0
42.78,42.78,16437,0
56.64,56.64,0,-15734
54.4,54.4,0,-35521
54.4,54.4,0,-41109
53.99,53.99,0,-20528
51.38,51.38,0,-18577
124.4,124.4,0,-63997
48.53,48.53,0,-10315
43.59,45.57,5039,0
39.84,54.4,7977,0
115.82,115.82,0,-29663
41.98,41.98,10757,0
44.23,44.23,0,-2698
35.86,35.86,11388,0
35.86,35.86,27839,0
39.71,39.71,36149,0
37.99,37.99,49720,0
34.42,34.42,41149,0
120.87,120.87,0,-70082
44.24,44.24,0,-55159
44.58,44.58,0,-77896
44.58,44.58,0,-94690
48.53,48.53,0,-107626
144.12,144.12,0,-130465
51.89,51.89,0,-140121
58.1,58.1,0,-162620
44.44,44.44,0,-86400
46.45,46.45,0,-109625
202.82,202.82,0,-121508
202.82,202.82,0,-95164
40.79,47.0,39799,0
44.67,44.67,11353,0
44.17,44.17,18183,0
44.1,45.03,0,-6188
44.72,44.72,44944,0
52.53,52.53,0,-23765
55.04,55.04,0,-28555
75.04,75.04,0,-41638
95.93,95.93,0,-85884
44.01,44.01,0,-25107
44.68,44.68,0,-6771
43.18,43.18,22116,0
72.46,72.46,0,-85716
44.72,44.72,0,-54899
44.72,44.72,0,-31937
44.72,44.72,0,-5382
52.53,52.53,0,-39753
44.64,44.64,0,-33005
44.64,44.64,267,0
36.53,36.53,31248,0
52.53,52.53,0,-22723
57.11,57.11,0,-32014
44.4,44.4,0,-13792
41.78,41.78,9170,0
49.92,49.92,0,-89075
43.89,43.89,0,-40598
40.99,40.99,3069,0
33.05,33.05,20982,0
25.78,43.89,42641,0
40.53,44.53,6134,0
38.41,38.41,33448,0
33.05,33.05,57539,0
8.94,48.62,2005,0
52.62,52.62,0,-15979
44.62,44.62,0,-20338
44.96,44.96,0,-2264
172.82,172.82,0,-111776
137.77,137.77,0,-78354
44.53,44.53,0,-12976
44.56,44.62,4858,0
69.47,69.47,0,-66103
58.34,58.34,0,-47848
50.47,50.47,0,-40637
50.52,50.52,0,-48298
75.02,75.02,0,-68880
85.59,85.59,0,-60829
55.17,55.17,0,-52597
61.79,61.79,0,-50050
52.62,52.62,0,-16691
52.62,52.62,0,-34995
45.63,45.63,0,-22794
44.39,44.39,0,-8717
45.18,45.18,24027,0
45.75,45.75,17878,0
43.76,48.62,0,-9481
46.3,46.3,0,-13567
45.29,45.29,1705,0
41.29,41.29,8591,0
45.29,45.29,0,-9885
42.24,45.55,0,-17010
25.59,25.59,52474,0
45.68,45.68,3748,0
46.87,46.87,0,-7436
57.02,57.02,0,-50099
31.99,31.99,35244,0
45.29,45.29,0,-1664
45.8,45.8,0,-17371
53.29,53.29,0,-66027
37.52,45.33,33782,0
41.29,41.29,21636,0
37.29,37.29,20855,0
43.03,43.03,7765,0
45.26,45.26,7982,0
40.38,40.38,21552,0
34.99,34.99,43291,0
35.51,35.51,44369,0
33.29,33.29,44600,0
33.29,33.29,56353,0
33.29,33.29,73548,0
34.99,34.99,81085,0
33.29,33.29,6761,0
34.99,34.99,33776,0
37.29,37.29,40617,0
33.29,33.29,48251,0
33.29,33.29,33615,0
37.29,37.29,41075,0
35.18,35.18,37827,0
40.03,40.03,26362,0
45.29,45.29,0,-14069
45.29,45.29,0,-29761
45.64,45.64,0,-53455
45.29,45.29,0,-54413
45.63,45.63,0,-22775
49.29,49.29,0,-45154
176.04,176.04,0,-127005
176.04,176.04,0,-146921
53.29,53.29,0,-24689
70.23,70.23,0,-50833
121.69,121.69,0,-82894
121.69,121.69,0,-101398
-78.39,-78.39,124278,0
45.29,45.29,10916,0
53.29,53.29,0,-34866
55.38,55.38,0,-15020
138.02,138.02,0,-139758
204.96,204.96,0,-97359
70.23,70.23,0,-51809
53.29,53.29,0,-34457
189.73,189.73,0,-93772
75.02,75.02,0,-47716
45.31,45.31,0,-22103
45.3,45.3,0,-14953
180.86,180.86,0,-111191
319.19,319.19,0,-129234
55.79,55.79,0,-78279
50.65,50.65,0,-59306
176.17,176.17,0,-86080
70.23,70.23,0,-67398
57.99,57.99,0,-57324
49.29,49.29,0,-29669
43.44,43.44,0,-4376
45.27,45.27,0,-9840
47.3,47.3,0,-9653
45.68,45.68,9173,0
45.61,45.61,0,-20167
45.63,45.63,0,-20813
45.64,45.64,0,-20283
41.29,41.29,0,-21611
37.83,69.06,2661,0
121.24,121.24,0,-42199
48.88,48.88,0,-42894
41.83,41.83,0,-21425
39.84,56.46,0,-17125
45.38,61.99,0,-23311
45.41,52.88,0,-26819
44.88,44.88,0,-15919
45.67,45.67,0,-25149
45.39,45.39,0,-28118
45.41,45.41,0,-13642
45.41,45.41,0,-38989
45.27,45.27,0,-1490
47.83,47.83,0,-12013
44.88,44.88,0,-14866
45.29,45.29,0,-22322
52.88,52.88,0,-32321
44.88,44.88,0,-20298
52.88,52.88,0,-36380
48.88,48.88,0,-43691
48.88,48.88,0,-13632
44.88,44.88,591,0
48.88,48.88,0,-25245
51.6,51.6,0,-19654
44.85,45.77,0,-3307
44.83,44.83,0,-6692
44.81,44.81,0,-21782
46.91,46.91,0,-16701
45.39,45.39,0,-21553
44.43,44.43,0,-20876
44.41,44.41,0,-41498
58.02,58.02,0,-67920
69.09,69.09,0,-23879
47.29,47.29,0,-34698
55.48,55.48,0,-44641
69.83,69.83,0,-73024
55.12,55.12,0,-38965
50.49,50.49,0,-27790
53.39,53.39,0,-33048
49.39,49.39,0,-26858
45.24,45.24,0,-20598
45.22,45.22,0,-2415
44.67,44.67,7355,0
44.65,44.65,4426,0
44.66,44.66,0,-5138
44.66,44.66,6188,0
44.64,44.64,18570,0
44.62,44.62,20098,0
45.64,45.64,0,-35623
44.63,44.63,0,-17012
44.64,44.64,0,-11131
44.63,44.63,0,-8566
45.33,45.33,0,-15982
45.34,45.34,0,-28468
45.36,45.36,0,-24578
45.37,45.37,0,-22670
46.06,46.06,0,-25702
45.64,45.64,0,-32526
51.08,51.08,0,-46476
69.83,69.83,0,-77115
49.39,49.39,0,-1289
51.99,51.99,0,-28721
53.39,53.39,0,-46526
45.2,45.2,0,-82163
42.36,42.36,17985,0
45.39,45.39,4206,0
53.39,53.39,0,-28252
61.99,61.99,0,-57981
14.41,14.41,93297,0
45.33,45.33,0,-7234
76.12,76.12,0,-81212
198.77,198.77,0,-108731
184.29,184.29,0,-76005
61.99,61.99,0,-49371
51.71,51.71,0,-24648
51.93,51.93,0,-28538
96.39,96.39,0,-69038
53.39,53.39,0,-35493
49.39,49.39,0,-23268
46.7,46.7,0,-24350
204.6,204.6,0,-79504
53.99,53.99,0,-49637
45.34,45.34,0,-34484
27.64,27.64,0,-32460
69.83,69.83,0,-87847
55.12,55.12,0,-53688
45.98,45.98,0,-33387
45.39,45.39,0,-2155
46.01,46.01,0,-91210
44.69,44.69,0,-70857
49.39,49.39,0,-40689
46.15,46.15,0,-22341
44.65,44.65,0,-66197
45.33,45.33,0,-82161
46.14,46.14,0,-58139
46.98,46.98,0,-44759
44.92,47.3,23503,0
63.8,63.8,0,-29501
45.69,45.69,0,-20362
45.72,45.72,0,-12758
44.87,44.87,3426,0
44.89,44.89,0,-28315
44.9,44.9,0,-24881
44.42,44.42,0,-14266
48.16,48.16,0,-22243
45.66,45.66,0,-10771
45.39,45.39,0,-1595
44.86,44.86,0,-10085
56.35,56.35,0,-29000
54.17,54.17,0,-36844
51.42,51.42,0,-15938
43.42,43.42,0,-3632
45.66,45.66,0,-6050
49.39,49.39,0,-18532
49.39,49.39,0,-27935
54.99,54.99,0,-39995
36.8,36.8,55250,0
39.99,39.99,18029,0
45.66,45.66,0,-26929
37.54,49.39,0,-58536
26.41,26.41,71823,0
45.06,45.48,12378,0
80.82,80.82,0,-48258
251.01,251.01,0,-126762
-9.44,-9.44,153068,0
44.13,44.13,58599,0
79.62,79.62,0,-47517
262.82,262.82,0,-122423
44.09,88.06,0,-64566
258.06,258.06,0,-65804
58.06,58.06,0,-42915
88.06,88.06,0,-84778
282.66,282.66,0,-114637
252.38,252.38,0,-87816
66.02,66.02,0,-59494
51.74,51.74,0,-44295
264.12,264.12,0,-153366
264.12,264.12,0,-66639
45.48,45.48,0,-28286
45.02,45.02,0,-16892
44.45,44.45,0,-36659
43.93,43.93,0,-24842
45.93,45.93,1540,0
45.93,45.93,22052,0
49.48,49.48,0,-44570
42.45,42.45,6083,0
41.67,41.67,17684,0
39.96,39.96,14908,0
31.99,68.99,0,-47559
90.02,90.02,0,-30299
44.45,44.45,0,-32967
44.45,44.45,0,-70900
267.95,267.95,0,-79369
62.02,62.02,0,-51573
152.04,152.04,0,-76619
45.48,45.48,0,-89679
56.49,56.49,0,-19233
83.02,83.02,0,-51742
253.1,253.1,0,-78832
114.49,114.49,0,-80630
43.5,43.5,22222,0
51.08,51.08,0,-23929
52.46,52.46,0,-30435
61.08,61.08,0,-46793
31.51,31.51,152441,0
43.96,43.96,58961,0
45.11,45.11,24429,0
47.54,47.54,35788,0
58.5,58.5,0,-125619
58.5,58.5,0,-47169
48.5,48.5,0,-12952
51.3,51.3,0,-19032
263.78,263.78,0,-147456
379.93,379.93,0,-81669
45.46,45.46,0,-12702
48.49,48.49,0,-12278
49.48,49.48,0,-61272
45.92,45.92,0,-26502
44.48,44.48,0,-3171
42.45,42.45,23446,0
42.7,54.65,0,-102977
46.3,46.3,0,-88280
45.09,45.09,0,-11455
45.35,45.35,17847,0
48.2,48.2,0,-93294
45.61,45.61,0,-58796
40.08,40.08,7973,0
36.9,36.9,10546,0
46.82,46.82,0,-68043
29.08,29.08,0,-31026
44.39,44.39,588,0
36.9,36.9,25116,0
24.13,46.73,16280,0
24.13,24.13,0,-7485
44.41,44.41,0,-1187
43.16,43.16,0,-9235
55.27,55.27,0,-29092
71.9,71.9,0,-44839
54.03,54.03,0,-47029
43.82,43.82,0,-5212
233.05,233.05,0,-94714
50.21,50.21,0,-37923
44.55,44.55,0,-16533
45.68,45.68,0,-3549
84.38,84.38,0,-76103
54.99,54.99,0,-55686
45.48,45.48,0,-56688
23.37,23.37,0,-37773
56.3,56.3,0,-57242
58.5,58.5,0,-38833
50.4,50.4,0,-47912
54.03,54.03,0,-48317
-43.64,46.4,54912,0
38.45,38.45,23190,0
44.42,44.42,9804,0
